sku;product-id;product-id-type;price;quantity;state;discount-price;discount-start-date;discount-end-date;update-delete;canon;tipo-iva
50542;6940533542223;EAN;16.8;5;Nuevo;;;;update;0,00;21,00
920-010105;5099206094949;EAN;121.84;98;Nuevo;;;;update;0,00;21,00
CH-9189010-ES;0840006652861;EAN;231.93;0;Nuevo;;;;update;0,00;21,00
COO-KTR-01U;8436556141706;EAN;14.97;16;Nuevo;;;;update;0,00;21,00
UK505447;6974560220212;EAN;31.37;0;Nuevo;;;;update;0,00;21,00
UK505445;6974560220304;EAN;26.65;4;Nuevo;;;;update;0,00;21,00
UK505443;6974560220168;EAN;23.07;8;Nuevo;;;;update;0,00;21,00
UK505449;6974560220229;EAN;22.28;0;Nuevo;;;;update;0,00;21,00
EUPHORIAKIT;8435430619072;EAN;20.03;5;Nuevo;;;;update;0,00;21,00
CH-9226C65-ES;0840006666493;EAN;66.92;2;Nuevo;;;;update;0,00;21,00
CH-91D401L-ES;0840006667278;EAN;200.74;0;Nuevo;;;;update;0,00;21,00
NXKROMKASICTKL;8436587972713;EAN;34.1;10;Nuevo;;;;update;0,00;21,00
NXKROMKREATORSP;8436587974489;EAN;47.98;43;Nuevo;;;;update;0,00;21,00
NXKROMKRNL;8436532166709;EAN;53.58;0;Nuevo;;;;update;0,00;21,00
NXKROMKLSTRSP;8436587971532;EAN;47.67;0;Nuevo;;;;update;0,00;21,00
NXKROMKENYA;8436587973895;EAN;50.94;0;Nuevo;;;;update;0,00;21,00
COO-TEC04DNI;8436556141980;EAN;30.17;17;Nuevo;;;;update;0,00;21,00
920-010998;5099206105188;EAN;105.53;0;Nuevo;;;;update;0,00;21,00
CH-914901E-ES;0840006678892;EAN;188.26;2;Nuevo;;;;update;0,00;21,00
CH-911911E-ES;0840006678748;EAN;126.87;0;Nuevo;;;;update;0,00;21,00
MWR53Y/A;0195949484612;EAN;532.04;14;Nuevo;;;;update;0,00;21,00
FANTASYKITBLUE;8435430625417;EAN;31.13;14;Nuevo;;;;update;0,00;21,00
FANTASYKITPINK;8435430625455;EAN;47.01;0;Nuevo;;;;update;0,00;21,00
ECLIPSEKIT;8435430625011;EAN;58.81;3;Nuevo;;;;update;0,00;21,00
920-012227;5099206115651;EAN;71.28;25;Nuevo;;;;update;0,00;21,00
CH-910971E-ES;0840006665656;EAN;126.87;0;Nuevo;;;;update;0,00;21,00
NXKROMKERNELPROSP;8436587975165;EAN;74.66;5;Nuevo;;;;update;0,00;21,00
50543;6940533542636;EAN;69.01;0;Nuevo;;;;update;0,00;21,00
50534;6940533541943;EAN;15.54;0;Nuevo;;;;update;0,00;21,00
805T1AA;0197497176926;EAN;30.28;30;Nuevo;;;;update;0,00;21,00
664R5AA;0196548244157;EAN;27.69;84;Nuevo;;;;update;0,00;21,00
240J7AA;0196786788062;EAN;26.17;0;Nuevo;;;;update;0,00;21,00
2V9E6AA;0197029648808;EAN;41.63;0;Nuevo;;;;update;0,00;21,00
3L1E7AA;0195908430049;EAN;41.03;60;Nuevo;;;;update;0,00;21,00
9SR36AA;0194721887719;EAN;6.98;0;Nuevo;;;;update;0,00;21,00
9SR37AA;0194721888204;EAN;31.42;0;Nuevo;;;;update;0,00;21,00
1Y4D0UT;0198122958016;EAN;39.72;227;Nuevo;;;;update;0,00;21,00
286J4AA;0195161118944;EAN;39.49;0;Nuevo;;;;update;0,00;21,00
805T2AA;0197497177367;EAN;39.49;12;Nuevo;;;;update;0,00;21,00
3L1F0AA;0195908430889;EAN;66.6;0;Nuevo;;;;update;0,00;21,00
CH-9216065-ES;0840440490432;EAN;67.53;1;Nuevo;;;;update;0,00;21,00
920-010917;5099206105546;EAN;56.67;98;Nuevo;;;;update;0,00;21,00
UK50545;8436617921261;EAN;17.07;2;Nuevo;;;;update;0,00;21,00
920-010930;5099206104457;EAN;258.46;0;Nuevo;;;;update;0,00;21,00
920-013543;5099206130807;EAN;35.52;0;Nuevo;;;;update;0,00;21,00
COO-KTR-03W;8436624420023;EAN;18.53;21;Nuevo;;;;update;0,00;21,00
580-ADGS;5397063710034;EAN;26.46;0;Nuevo;;;;update;0,00;21,00
DG-TEC65-RGB;8436556141690;EAN;19.54;9;Nuevo;;;;update;0,00;21,00
BHR6100GL;6934177787089;EAN;33.16;0;Nuevo;;;;update;0,00;21,00
HARMONYKIT;8435430627473;EAN;24.24;7;Nuevo;;;;update;0,00;21,00
COO-TEW02-BKB;8436624422324;EAN;52.19;3;Nuevo;;;;update;0,00;21,00
COO-TEW02-BKW;8436624422331;EAN;52.19;2;Nuevo;;;;update;0,00;21,00
MGYX4Y/A;0195950745610;EAN;439.94;98;Nuevo;;;;update;0,00;21,00
SPECTRA;8435430625707;EAN;17.4;2;Nuevo;;;;update;0,00;21,00
FUNKYV4SPANISH;8435430626469;EAN;13.11;20;Nuevo;;;;update;0,00;21,00
HERITAGE;8435430628319;EAN;16.38;3;Nuevo;;;;update;0,00;21,00
COCOAKITV2;8435430626544;EAN;16.28;543;Nuevo;;;;update;0,00;21,00
DG-KTRAA-15;8437011128188;EAN;33.49;6;Nuevo;;;;update;0,00;21,00
TAJ16100;CPVIDE15453;EAN;50.3;0;Nuevo;;;;update;0,00;21,00
GV-N710D3-2GL 2.0;4719331316464;EAN;82.63;25;Nuevo;;;;update;0,00;21,00
GV-N710D5L-00-G;4719331301606;EAN;65.9;0;Nuevo;;;;update;0,00;21,00
DP ZT-T16520J-10L;4895173621888;EAN;202.46;0;Nuevo;;;;update;0,00;21,00
90YV0GH6-M0NA00;4711081772453;EAN;304.54;39;Nuevo;;;;update;0,00;21,00
ZT-A30500K-10M;4895173626524;EAN;370.54;19;Nuevo;;;;update;0,00;21,00
912-V812-025;4711377176828;EAN;250.45;0;Nuevo;;;;update;0,00;21,00
912-V809-4287;4711377084796;EAN;253.09;0;Nuevo;;;;update;0,00;21,00
90YV0I70-M0NA00;4711081869696;EAN;66.07;0;Nuevo;;;;update;0,00;21,00
90YV0JH8-M0NA00;4711387602812;EAN;643.1;0;Nuevo;;;;update;0,00;21,00
90YV0JC7-M0NA00;4711387473184;EAN;396.8;0;Nuevo;;;;update;0,00;21,00
90YV0K60-M0NA00;4711387470633;EAN;273.34;75;Nuevo;;;;update;0,00;21,00
GV-N3050WF2OCV2-6GD;4719331355081;EAN;268.19;87;Nuevo;;;;update;0,00;21,00
GV-N5080WF3OC-16GB;4719331355845;EAN;1315.08;0;Nuevo;;;;update;0,00;21,00
GV-N5080GAMING OC-16;4719331355494;EAN;1734.73;6;Nuevo;;;;update;0,00;21,00
9VN507TGO-00-G10;4719331355562;EAN;1299.58;1;Nuevo;;;;update;0,00;21,00
9VN507TWO-00-G10;4719331355579;EAN;1263.49;13;Nuevo;;;;update;0,00;21,00
9VN5090GO-00-G10;4719331355791;EAN;3552.91;0;Nuevo;;;;update;0,00;21,00
9VR907XTGO-00-G10;4719331355524;EAN;868.05;1;Nuevo;;;;update;0,00;21,00
GV-N5070GAMING OC-12;4719331355722;EAN;785.86;25;Nuevo;;;;update;0,00;21,00
9VN5070WO-00-G10;4719331355715;EAN;797.17;23;Nuevo;;;;update;0,00;21,00
90-GA5NZZ-00UANF;4711581490475;EAN;816.14;0;Nuevo;;;;update;0,00;21,00
90YV0ALA-M0NA00;4711387418680;EAN;71.45;2;Nuevo;;;;update;0,00;21,00
GV-N5070EAGLE OC-12G;4719331355760;EAN;782.42;12;Nuevo;;;;update;0,00;21,00
912-V812-037;4711377211475;EAN;123.97;39;Nuevo;;;;update;0,00;21,00
9VN507TW-00-G10;4719331356002;EAN;968.4;0;Nuevo;;;;update;0,00;21,00
90-GA5EZZ-00UANF;4711581490468;EAN;706.23;0;Nuevo;;;;update;0,00;21,00
GV-N506TGAMING OC-16;4719331356026;EAN;741.84;0;Nuevo;;;;update;0,00;21,00
GV-N506TGAMING OC-8G;4719331356019;EAN;486.11;12;Nuevo;;;;update;0,00;21,00
GV-N506TWF2OC-8GD;4719331356057;EAN;471.74;7;Nuevo;;;;update;0,00;21,00
90YV0J49-M0NA00;4711387459232;EAN;541.68;0;Nuevo;;;;update;0,00;21,00
9VN5090WO-00-G10;4719331355838;EAN;3182.22;0;Nuevo;;;;update;0,00;21,00
9VN5060AO-00-G10;4719331356415;EAN;471.6;0;Nuevo;;;;update;0,00;21,00
9VN5060WO-00-G10;4719331356323;EAN;435.86;1;Nuevo;;;;update;0,00;21,00
9VR9068XGO-00-G10;4719331356231;EAN;433.5;5;Nuevo;;;;update;0,00;21,00
GV-N506TWF2OC-16GD;4719331356064;EAN;660.08;0;Nuevo;;;;update;0,00;21,00
912-V537-002;4711377344272;EAN;451.5;98;Nuevo;;;;update;0,00;21,00
GV-N506TWF2MAXOC-16G;4719331356675;EAN;844.4;0;Nuevo;;;;update;0,00;21,00
90YV0N12-M0NA00;4711636057899;EAN;445.37;16;Nuevo;;;;update;0,00;21,00
GV-N5080AORUSMICE-16;4719331355692;EAN;1949.79;0;Nuevo;;;;update;0,00;21,00
GV-N5060WF2MAXOC-8GD;4719331356699;EAN;428.78;9;Nuevo;;;;update;0,00;21,00
90YV06N2-M0NA00;4716659990390;EAN;95.99;245;Nuevo;;;;update;0,00;21,00
GV-N5090AORUSM-32GD;4719331355807;EAN;3445.95;0;Nuevo;;;;update;0,00;21,00
90YV0AT0-M0NA00;4712900743333;EAN;108.61;98;Nuevo;;;;update;0,00;21,00
GV-N5050WF2OC-8GD;4719331356743;EAN;387.13;7;Nuevo;;;;update;0,00;21,00
90YV0LY0-M0NA00;4711387890325;EAN;3420.54;0;Nuevo;;;;update;0,00;21,00
90YV0MH2-M0NA00;4711387994054;EAN;790.3;0;Nuevo;;;;update;0,00;21,00
GV-N507TWF3OCV2-16GD;4719331357023;EAN;1211.46;40;Nuevo;;;;update;0,00;21,00
912-V812-213;4711377265584;EAN;283.34;47;Nuevo;;;;update;0,00;21,00
GV-N507TEAGLEOCICE16;4719331355869;EAN;1267.04;9;Nuevo;;;;update;0,00;21,00
